بلدية,Municipalite,Code_Geo,2017___Ressources_budgétaires_totales_du_conseil_municipal_X_Estimations_préliminaires,2017___Ressources_budgétaires_totales_du_conseil_municipal_X_Prévisions_actuelles,2017___Ressources_budgétaires_totales_du_conseil_municipal_X_ressources_réalisées,2017___Ressources_budgétaires_totales_du_conseil_municipal_X___de_réalisation,2017___Dépenses_totales_du_consel_municipal_x_Estimations_péliminaires,2017___Dépenses_totales_du_consel_municipal_x_Estimations_actuelles,2017___Dépenses_totales_du_conseil_municipal_X_dépenses_réalisées,2017___Dépenses_totales_du_conseil_municipal_X___de_réalisation,2017___Recettes___Dépenses,2017_____des_Dépenses_par_rapport_a_la_ressource,sheet_source,processed_date,fiscal_year,جملة_موارد_ميزاني_ة_المجلس_البلدي,جملة_موارد_ميزاني_ة_المجلس_البلدي_1,جملة_موارد_ميزاني_ة_المجلس_البلدي_2,جملة_موارد_ميزاني_ة_المجلس_البلدي_3,جملة_موارد_ميزاني_ة_المجلس_البلدي_4,جملة_موارد_ميزاني_ة_المجلس_البلدي_5,جملة_موارد_ميزاني_ة_المجلس_البلدي_6,جملة_موارد_ميزاني_ة_المجلس_البلدي_7,جملة_موارد_ميزاني_ة_المجلس_البلدي_8,جملة_موارد_ميزاني_ة_المجلس_البلدي_9,جملة_موارد_ميزاني_ة_المجلس_البلدي_10,جملة_موارد_ميزاني_ة_المجلس_البلدي_11,جملة_موارد_ميزاني_ة_المجلس_البلدي_12,جملة_موارد_ميزاني_ة_المجلس_البلدي_13,جملة_موارد_ميزاني_ة_المجلس_البلدي_14,جملة_موارد_ميزاني_ة_المجلس_البلدي_15,جملة_موارد_ميزاني_ة_المجلس_البلدي_16,جملة_موارد_ميزاني_ة_المجلس_البلدي_17,جملة_موارد_ميزاني_ة_المجلس_البلدي_18,جملة_موارد_ميزاني_ة_المجلس_البلدي_19,جملة_موارد_ميزاني_ة_المجلس_البلدي_20,جملة_موارد_ميزاني_ة_المجلس_البلدي_21,جملة_موارد_ميزاني_ة_المجلس_البلدي_22,جملة_موارد_ميزاني_ة_المجلس_البلدي_23,جملة_موارد_ميزاني_ة_المجلس_البلدي_24,جملة_موارد_ميزاني_ة_المجلس_البلدي_25,جملة_موارد_ميزاني_ة_المجلس_البلدي_26,جملة_موارد_ميزاني_ة_المجلس_البلدي_27,جملة_موارد_ميزاني_ة_المجلس_البلدي_28,جملة_موارد_ميزاني_ة_المجلس_البلدي_29,جملة_موارد_ميزاني_ة_المجلس_البلدي_30,جملة_موارد_ميزاني_ة_المجلس_البلدي_31,0_4764
 بلدية ساقية الداير,Municipalite de Sakiet Daier,3414.0,5600000.0,6911350.0,4646976.0,67.24%,5596000.0,6911350.0,1776708.0,25.71%,2870268.0,0.3823363839193488,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية قرمدة,Municipalite de Gremda,3415.0,5320000.0,8054449.0,4735834.0,58.8%,5320000.0,8054449.0,1461431.0,18.14%,3274403.0,0.3085899970311459,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية العين,Municipalite de Ain,3416.0,5030000.0,6086774.0,4009433.0,65.87%,4861360.0,6083834.0,1840338.0,30.25%,2169095.0,0.4590020583957881,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية طينة,Municipalite de Tina,3417.0,5070000.0,5916836.0,3785406.0,63.98%,5070000.0,5916836.0,2079182.0,35.14%,1706224.0,0.5492626154235504,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية عقارب,Municipalite de Aguereb,3418.0,2410000.0,2840991.0,1463516.0,51.51%,2386585.0,2817576.0,699707.0,24.83%,763809.0,0.4781000002733144,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية جبنيانة,Municipalite de Djebeniana,3419.0,1233000.0,1663920.0,1076258.0,64.68%,1233000.0,1663920.0,382159.0,22.97%,694099.0,0.3550812165856142,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الحنشة,Municipalite de Hencha,3420.0,1200000.0,1296492.0,701594.0,54.11%,1200000.0,1296492.0,228257.0,17.61%,473337.0,0.3253405815899223,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية منزل شاكر,Municipalite de Menzel Chaker,3421.0,831000.0,1247544.0,821993.0,65.89%,806481.0,1247544.0,312685.0,25.06%,509308.0,0.3803986165332308,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الغريبة,Municiplaite de Ghraiba,3422.0,894000.0,1290318.0,977248.0,75.74%,649061.0,1063179.0,438454.0,41.24%,538794.0,0.4486619568420708,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية بير علي بن خليفة,Municipalite de Bir Ali Ben Khlifa,3423.0,1164000.0,1414971.0,780644.0,55.17%,1015000.0,1414971.0,432789.0,30.59%,347855.0,0.5543999569586137,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الصخيرة,Municipalite de Skhira,3424.0,1810000.0,3046609.0,2320427.0,76.16%,1810000.0,3046609.0,433678.0,14.23%,1886749.0,0.1868957739243682,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 بلدية المحرس,Municipalite de Mahres,3425.0,1954000.0,2416301.0,1485958.0,61.5%,1806149.0,2416301.0,695031.0,28.76%,790927.0,0.4677326007868325,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية قرقنة,Municipalite de Kerkenna,3426.0,2060000.0,3792305.0,2072950.0,54.66%,2060000.0,3792305.0,286473.0,7.55%,1786477.0,0.1381958079066065,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية القيروان,Municipalite de Kairouan,4111.0,22274827.0,25203948.0,12673183.0,50.28%,22274827.0,25203948.0,6253948.0,24.81%,6419235.0,0.4934788679371236,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الشبيكة,Municipalite Chbika,4112.0,1065342.0,1307119.0,969493.0,74.17%,1034327.0,1307119.0,287197.0,21.97%,682296.0,0.2962342172661381,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية السبيخة,Municipalite de Sbikha,4113.0,1375085.0,2067167.0,1278503.0,61.85%,1375085.0,2067167.0,549069.0,26.56%,729434.0,0.4294624259778819,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الوسلاتية,Municipalite Oueslatia,4114.0,1103000.0,1616984.0,783086.0,48.43,1103000.0,1616984.0,396116.0,24.5%,386970.0,0.5058397161997533,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية عين جلولة,Municipalite Ain Jalloula,4115.0,701062.0,701062.0,233104.0,33.25%,701062.0,701062.0,38498.0,5.49%,194606.0,0.1651537511153819,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية حفوز,Municipalite Haffouz,4116.0,1045670.0,1454214.0,876015.0,60.24%,1045670.0,1454214.0,311778.0,21.44%,564237.0,0.3559048646427287,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية العلا,Municipalite El Ala,4117.0,1483417.0,1513306.0,769602.0,50.86%,1483417.0,1513306.0,400869.0,26.49%,368733.0,0.5208783241207793,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية حاجب العيون,Municipalite Hajeb El Ayoun,4118.0,1398441.0,2061935.0,1282675.0,62.21%,1395441.0,2058935.0,776286.0,37.7%,506389.0,0.605208645993724,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية نصر الله,Municipalite Nasrallah,4119.0,751714.0,967693.0,818600.0,84.59%,751464.0,967693.0,171692.0,17.74%,646908.0,0.2097385780601026,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية منزل مهيري,Municipalite Menzel Mhiri,4120.0,800918.0,814161.0,278451.0,34.2%,634918.0,814161.0,161145.0,19.79%,117306.0,0.578719415624293,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الشراردة,Municipalite Chrarda,4121.0,749931.0,784225.0,370369.0,47.23%,746431.0,784225.0,216169.0,27.56%,154200.0,0.5836584595363002,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية بوحجلة,Municipalite Bouhajla,4122.0,1667707.0,1816805.0,837769.0,46.11%,1667707.0,1816805.0,438567.0,24.14%,399202.0,0.5234939464219851,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية القصرين,Municipalite de Kasserine,4211.0,10293000.0,10293000.0,2772643.0,26.94%,10293000.0,10293000.0,1621190.0,15.75%,1151453.0,0.5847092467367778,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية سبيطلة,Municipalite de Sbitla,4212.0,3123650.0,3123650.0,1496623.0,47.91%,3123650.0,3123650.0,615114.0,19.69%,881509.0,0.4110013009288244,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية سبيبة,Municipalite de Sbiba,4213.0,1762098.0,1803931.0,628121.0,34.82%,1662098.0,1803931.0,364712.0,20.22%,263409.0,0.5806397175066588,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية جدليان,Municipalite de Jedliene,4214.0,1010000.0,1187563.0,435146.0,36.64%,1010000.0,1187563.0,215689.0,18.16%,219457.0,0.4956704186640805,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية تالة,Municipalite de Thala,4215.0,2379161.0,2543591.0,1521744.0,59.83%,2344161.0,2543591.0,304339.0,11.96%,1217405.0,0.1999935600206079,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية حيدرة,Municipalite de Hidra,4216.0,1012250.0,1014587.0,649782.0,64.04%,877250.0,1014587.0,158409.0,15.61%,491373.0,0.2437879165627856,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية فوسانة,Municipalite de Foussana,4217.0,1677.0,1769625.0,989456.0,55.91%,1657.0,1769625.0,361281.0,20.42%,628175.0,0.365130940638088,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية فريانة,Municipalite de Feriana,4218.0,4147513.0,4326266.0,1282551.0,29.65%,3997513.0,4326266.0,505826.0,11.69%,776725.0,0.3943905544496866,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية تلابت,Municipalite de Talebt,4219.0,2250310.0,2250310.0,770138.0,34.22%,2250310.0,2250310.0,356929.0,15.86%,413209.0,0.4634610939857532,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية ماجل بالعباس,Municipalite de Majel Belabbes,4220.0,2726767.0,2924377.0,818531.0,27.99%,2726767.0,2924377.0,279933.0,9.57%,538598.0,0.341994377732792,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية سيدي بوزيد,Municipalite de Sidi Bouzid,4311.0,12402000.0,13357687.0,9221935.0,69.04%,12402000.0,13357687.0,3001357.0,22.47%,6220578.0,0.3254584856648849,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية جلمة,Municipalite de Jelma,4312.0,2050000.0,2555486.0,1651967.0,64.64%,2050000.0,2555486.0,567989.0,22.23%,1083978.0,0.3438258754563499,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية السبالة,Municipalite de Cebalet,4313.0,730000.0,939803.0,576098.0,61.3%,729600.0,939803.0,212485.0,22.61%,363613.0,0.3688348162986158,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية بير الحفي,Municipalite de Bir Hfay,4314.0,1700000.0,1538484.0,880219.0,57.21%,1700000.0,1538484.0,421786.0,27.42%,458433.0,0.479183021498059,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية سيدي علي بن عون,Municipalite de Sidi Ali Ben Aoun,4315.0,915830.0,1266319.0,957789.0,75.64%,915830.0,1266319.0,281134.0,22.2%,676655.0,0.2935239389886499,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية منزل بوزيان,Municipalite Menzel Bouzaiene,4316.0,890000.0,1201523.0,819856.0,68.23%,890000.0,1201523.0,375344.0,31.24%,444512.0,0.4578169824944868,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية المكناسي,Municipalite de Meknassi,4317.0,1630000.0,1999931.0,1525297.0,76.27%,1611900.0,1999931.0,430143.0,21.51%,1095154.0,0.282006061770265,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية المزونة,Municipalite Mezzouna,4318.0,1300000.0,1329820.0,926893.0,69.7%,1300000.0,1329820.0,111932.0,8.42%,814961.0,0.1207604329733852,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الرقاب,Municipalite de Regueb,4319.0,2400000.0,2505827.0,1704690.0,68.03%,2400000.0,2505827.0,515400.0,20.57%,1189290.0,0.302342361367756,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية أولاد حفوز,Municipalite Aouled Haffouz,4320.0,565000.0,570000.0,173001.0,30.35%,565000.0,570000.0,126867.0,22.26%,46134.0,0.7333310212079699,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية قابس,Municipalite de Gabes,5111.0,19161255.0,19440291.0,11360068.0,58.44%,18735380.0,19014416.0,2781304.0,14.63%,8578764.0,0.2448316330500838,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية شنني نحال,Municipalite de Chenini Nahal,5112.0,1835000.0,3058939.0,2128546.0,69.58%,1835000.0,3058939.0,990056.0,32.37%,1138490.0,0.4651325364826505,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية غنوش,Municipalite de Ghanouch,5113.0,2200000.0,3499831.0,2344795.0,0.67,2200000.0,3499831.0,869815.0,24.85%,1474980.0,0.3709556698986478,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية المطوية,Municipalite de Metouia,5114.0,1013000.0,1296483.0,983362.0,75.85%,1013000.0,1296483.0,272983.0,21.06%,710379.0,0.2776017377120531,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية وذرف,Municipalite de Oudhref,5115.0,995000.0,1216343.0,792652.0,65.17%,989672.0,1216343.0,416050.0,34.2%,376602.0,0.5248835554568714,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الحامة,Municipalite de Hamma,5116.0,3064160.0,3930859.0,2602232.0,66.2%,2715500.0,3589199.0,607531.0,16.93%,1994701.0,0.2334653482087684,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية مطماطة القديمة,Municipalite de Matmata,5117.0,474000.0,677456.0,447847.0,66.11%,474000.0,677456.0,197265.0,29.12%,250582.0,0.440474090481794,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية مطماطة الجديدة,Municiplaite Nouvelle Matmata,5118.0,701000.0,1264154.0,975301.0,77.15%,701000.0,1264154.0,451448.0,35.71%,523853.0,0.4628806901664204,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية مارث,Municipalite de Mareth,5119.0,1763634.0,2289783.0,1217107.0,53.15% ,1763634.0,2289783.0,493080.0,21.53%,724027.0,0.4051246110654198,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الزرات,Municipalite de Zarat ,5120.0,606000.0,772507.0,500930.0,64.84%,606000.0,772507.0,192082.0,24.86%,308848.0,0.3834507815463238,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية مدنين,Municipalite de Medenin,5211.0,11734084.0,11767633.0,5652791.0,48.04%,11084084.0,11117633.0,1318209.0,11.86%,4334582.0,0.2331961326714538,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية بني خداش,Municipalite de beni Khdech,5212.0,848000.0,1250855.0,769369.0,61.51%,848000.0,1250855.0,189402.0,15.14%,579967.0,0.2461783617483938,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية بن قردان,Municipalite de Ben Guerden,5213.0,6438800.0,6579063.0,2000557.0,30.41%,6438800.0,6579063.0,1604207.0,24.38%,396350.0,0.8018801763708807,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية جرجيس,Municipalite de Zarzis,5214.0,8669000.0,9281614.0,5313041.0,57.24%,8649000.0,9281614.0,2611884.0,28.14%,2701157.0,0.4915986908439065,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية جربة حومة السوق,Municipalite Jerba Houmet Souk,5215.0,9297297.0,9615847.0,4649200.0,48.35%,9297297.0,9615847.0,2736111.0,28.45%,1913089.0,0.5885122171556397,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية جربة ميدون,Municipalite Jerba Midoun,5216.0,7866661.0,9872414.0,3637786.0,36.85%,7866661.0,9872414.0,1631425.0,16.53%,2006361.0,0.4484664573452094,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية جربة أجيم,Municipalite Jerba Ajim,5217.0,1632000.0,2236086.0,1688830.0,75.53%,1632000.0,2236086.0,1009980.0,45.17%,678850.0,0.5980353262317699,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية تطاوين,Municipalite de Tatouine,5311.0,6142005.0,9273066.0,6452821.0,69.59%,6142005.0,9273066.0,2199723.0,23.72%,4253098.0,0.340893231038022,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية البئر الأحمر,Municipalite de Bir Lahmer,5312.0,800000.0,1026978.0,577159.0,56.2%,800000.0,1026978.0,213700.0,20.81%,363459.0,0.3702619208918166,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 بلدية غمراسن,Municipalite de Ghomrassen,5313.0,1942056.0,2059728.0,1182369.0,57.4%,1942056.0,2059728.0,273001.0,13.25%,909368.0,0.2308932321466479,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية ذهيبة,Municipalite de Dhehiba,5314.0,510000.0,742085.0,419580.0,56.54%,510000.0,742085.0,239711.0,32.3%,179869.0,0.5713117879784546,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية رمادة,Municipalite de Remada,5315.0,762625.0,981088.0,698446.0,71.19%,762625.0,981088.0,163057.0,16.62%,535389.0,0.2334568456258608,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية قفصة,Municiplaite de Gafsa,6111.0,15962885.0,15962885.0,6082981.0,38.11%,15962885.0,15962885.0,2741317.0,17.17%,3341664.0,0.4506535529208458,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية القصر,Municipalite de Ksar,6112.0,6911500.0,7193850.0,1943784.0,27.02%,6911500.0,7193850.0,1458264.0,20.27%,485520.0,0.7502191601535974,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية أم العرايس,Municipalite Om Laaraies,6113.0,7545000.0,7545025.0,2563077.0,33.97%,7545000.0,7545025.0,2445908.0,32.42%,117169.0,0.9542858056937034,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية الرديف,Municiplaite de Redayef,6114.0,3803194.0,4443382.0,1972360.0,44.39%,3803194.0,4443382.0,1533648.0,34.52%,438712.0,0.7775700176438378,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية المتلوي,Municipalite de Metlaoui,6115.0,5615250.0,5888653.0,1725939.0,29.31%,5615250.0,5888653.0,862124.0,14.64%,863815.0,0.4995101217366315,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية المظيلة,Municipalite de Mdhila,6116.0,2666000.0,3088729.0,1296894.0,41.99%,2666000.0,3088729.0,595047.0,19.27%,701847.0,0.458824699628497,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية القطار,Municipalite de Guetar,6117.0,3321521.0,3944729.0,1793579.0,45.47%,3298071.0,3944729.0,1018366.0,25.82%,775213.0,0.5677843016672252,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية السند,Municipalite de Snad,6118.0,1450000.0,2054359.0,1057154.0,51.46%,1450000.0,2054359.0,490650.0,23.88%,566504.0,0.4641234862659555,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية توزر,Municipalite de Tozeur,6211.0,6390000.0,6487161.0,3165682.0,48.8%,6388000.0,6487161.0,1753104.0,27.02%,1412578.0,0.5537839871471614,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية دقاش,Municipalite de Dguech,6212.0,1615000.0,1901894.0,931596.0,48.98%,1611000.0,1901894.0,297291.0,15.63%,634305.0,0.3191200906830858,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية حامة الجريد,Municipalte de Hammat Jerid,6213.0,1420000.0,1631317.0,776563.0,47.6%,1420000.0,1631317.0,463640.0,28.42%,312923.0,0.5970410642793952,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية نفطة,Municipalite de Nefta,6214.0,3170466.0,3556993.0,1819009.0,51.14%,3166566.0,3556993.0,1146037.0,32.22%,672972.0,0.6300337161608326,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية تمغزة,Municipalite de Tamaghza,6215.0,1776000.0,2041024.0,796779.0,39.04%,1776000.0,2041024.0,369524.0,18.1%,427255.0,0.4637722630742025,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية قبلي,Municipalite de Kebili,6311.0,6378496.0,6543797.0,3948150.0,60.33%,6377000.0,6542300.0,1232238.0,18.83%,2715912.0,0.3121051631776908,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية جمنة,Municipalite de Jemna,6312.0,1625115.0,1644123.0,974407.0,59.27%,1625115.0,1644123.0,210543.0,12.81%,763864.0,0.2160729551409216,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية دوز,Municiplaite de Douz,6313.0,2688790.0,3173713.0,1645649.0,51.85%,2686290.0,3173713.0,907267.0,28.59%,738382.0,0.5513125824522727,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية القلعة,Municipalite El Galaa,6314.0,1030500.0,2050590.0,1767077.0,86.17%,1030500.0,2050590.0,262972.0,12.82%,1504105.0,0.1488175104989765,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بلدية سوق الأحد,Municipalite de Souk Lahad,6315.0,1988170.0,2288711.0,939088.0,41.03%,1988170.0,2288711.0,294728.0,12.88%,644360.0,0.3138449218816554,Feuil1,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Feuil2,2025-10-14,2025,161.480.804 ,24.113.180 ,5.495.131 ,4.887.626 ,27.140.095 ,9.636.504 ,14.224.527 ,9.323.079 ,164.370.004 ,26.266.670 ,6.672.535 ,5.369.392 ,28.249.880 ,10.265.150 ,16.120.201 ,10.800.088 ,78.300.277 ,18.807.042 ,2.926.932 ,2.682.350 ,18.295.150 ,6.121.013 ,9.078.891 ,7.280.703 ,0.4764,0.716,0.4387,0.4996,0.6476,0.5963,0.5632,0.6741,
,,,,,,,,,,,,,Feuil2,2025-10-14,2025,164.370.004 ,26.266.670 ,6.672.535 ,5.369.392 ,28.249.880 ,10.265.150 ,16.120.201 ,10.800.088 ,بلدية تونس,بلدية حلق الوادي,بلدية قرطاج,بلدية سيدي بوسعيد,بلدية المرسى,بلدية باردو,بلدية الكرم,بلدية سيدي حسين,بلدية تونس,بلدية حلق الوادي,بلدية قرطاج,بلدية سيدي بوسعيد,بلدية المرسى,بلدية باردو,بلدية الكرم,بلدية سيدي حسين,بلدية تونس,بلدية حلق الوادي,بلدية قرطاج,بلدية سيدي بوسعيد,بلدية المرسى,بلدية باردو,بلدية الكرم,بلدية سيدي حسين,
,,,,,,,,,,,,,Feuil2,2025-10-14,2025,78.300.277 ,18.807.042 ,2.926.932 ,2.682.350 ,18.295.150 ,6.121.013 ,9.078.891 ,7.280.703 ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
,,,,,,,,,,,,,Feuil2,2025-10-14,2025,0.4764,0.716,0.4387,0.4996,0.6476,0.5963,0.5632,0.6741,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
,,,,,,,,,,,,,Feuil2,2025-10-14,2025,بلدية تونس,بلدية حلق الوادي,بلدية قرطاج,بلدية سيدي بوسعيد,بلدية المرسى,بلدية باردو,بلدية الكرم,بلدية سيدي حسين,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,
,,,,,,,,,,,,,Feuil3,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.716
,,,,,,,,,,,,,Feuil3,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4387
,,,,,,,,,,,,,Feuil3,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4996
,,,,,,,,,,,,,Feuil3,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6476
,,,,,,,,,,,,,Feuil3,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5963
,,,,,,,,,,,,,Feuil3,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5632
,,,,,,,,,,,,,Feuil3,2025-10-14,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6741
